
date, F Fund, C Fund, S Fund, I Fund, 
2012-08-03, 15.895700, 17.408500, 22.370100, 18.672500, 
2012-08-02, 15.950000, 17.081300, 21.897500, 18.157600, 
2012-08-01, 15.915300, 17.208900, 21.999100, 18.301400, 
2012-07-31, 15.938900, 17.256100, 22.277400, 18.321900, 
2012-07-30, 15.928000, 17.330600, 22.408100, 18.419900, 
2012-07-27, 15.884400, 17.338400, 22.496700, 18.386400, 
2012-07-26, 15.952300, 17.012900, 22.016700, 18.054500, 
2012-07-25, 15.957600, 16.735900, 21.765900, 17.461200, 
2012-07-24, 15.954900, 16.739300, 21.714500, 17.499000, 
2012-07-23, 15.938000, 16.891800, 21.999900, 17.590500, 
2012-07-20, 15.931800, 17.043300, 22.306000, 18.041600, 
2012-07-19, 15.900900, 17.216000, 22.567400, 18.372400, 
2012-07-18, 15.909100, 17.167600, 22.568900, 18.151000, 
2012-07-17, 15.879200, 17.051200, 22.433500, 18.139900, 
2012-07-16, 15.893800, 16.925700, 22.319800, 18.020300, 
2012-07-13, 15.863700, 16.965000, 22.429900, 18.056000, 
2012-07-12, 15.868800, 16.689300, 22.111300, 17.737300, 
2012-07-11, 15.857000, 16.772900, 22.173900, 17.997800, 
2012-07-10, 15.849300, 16.771000, 22.253900, 17.997800, 
2012-07-09, 15.828300, 16.908200, 22.511400, 17.965200, 
2012-07-06, 15.804600, 16.935700, 22.588700, 18.102100, 
2012-07-05, 15.774000, 17.090700, 22.862100, 18.298800, 
2012-07-03, 15.751900, 17.170900, 22.878200, 18.503400, 
2012-07-02, 15.775500, 17.060600, 22.601100, 18.331500, 




